FID,YR,NODEID,Lon,Lat,Fatalities,PedFatalit,BikeFatali,MVOFatalit
3374,2016,59730,-73.77468727063925,40.76879213547092,1,1,0,0
3375,2016,20804,-73.98861289728043,40.73132258009353,1,1,1,0
3376,2016,61431,-73.73548336608795,40.71634418657318,1,1,0,0
3377,2016,18343,-73.95116311264131,40.6384481831505,1,1,0,1
3378,2016,13799,-74.01381390046454,40.64174524694778,1,0,1,0
3379,2016,12953,-73.98798153771047,40.58597582411512,1,1,0,1
3380,2016,27928,-73.91569881943661,40.71348528937281,1,0,1,0
3381,2016,6682,-74.1279814110513,40.61923357610213,1,0,0,1
3382,2016,61673,-73.76030545241198,40.761684063312714,1,1,0,0
3383,2016,26970,-73.92165571674332,40.6638435748466,1,1,0,0
3384,2016,14189,-73.98732580320934,40.64307484047066,1,0,1,0
3385,2016,39523,-73.7290467741496,40.668814373268624,1,0,0,1
3386,2016,59732,-73.77417452760169,40.767761033200436,1,0,0,1
3387,2016,38407,-73.74999728886677,40.65774268649486,1,0,0,1
3388,2016,47664,-73.87705337732783,40.823600506808155,1,1,0,0
3389,2016,42696,-73.93218367815322,40.80467056692848,1,0,0,1
3390,2016,29595,-73.88403982896277,40.676250059615214,1,1,0,0
3391,2016,40134,-73.74007926807212,40.69331450752324,1,0,0,1
3392,2016,22816,-73.96388310477477,40.76123328613168,1,1,1,1
3393,2016,46426,-73.8979033411697,40.76718535052442,1,0,0,1
3394,2016,63055,-73.71562883344889,40.74389042627434,1,0,0,1
3395,2016,41622,-73.92780678580796,40.76988903866569,1,0,0,1
3396,2016,51988,-73.86099087304008,40.81292187501901,1,0,0,1
3397,2016,50695,-73.86968550930551,40.74961236207313,1,0,0,1
3398,2016,10374,-74.08464853228371,40.615205025843096,1,1,0,1
3399,2016,11741,-74.02743725019134,40.62502760906901,1,1,0,0
3400,2016,17727,-73.95176734322601,40.63225085837139,1,0,1,0
3401,2016,37752,-73.76962552399684,40.711786319270814,1,0,0,1
3402,2016,15796,-73.99204746335901,40.709775744455946,1,0,1,1
3403,2016,56688,-73.80556299917555,40.78347634621756,1,0,0,1
3404,2016,11254,-74.07878831177553,40.63826855887988,1,1,0,1
3405,2016,15028,-73.98611912203958,40.68502433000886,1,1,1,0
3406,2016,8900,-74.10189835112297,40.617452210266684,1,0,0,1
3407,2016,40271,-73.73728318717994,40.71229498437489,1,0,0,1
3408,2016,40303,-73.73133129783959,40.690671057970974,1,0,0,1
3409,2016,21421,-73.98894735358625,40.76348605369238,1,0,1,1
3410,2016,20353,-74.00255805985067,40.71618077327573,1,0,0,1
3411,2016,16891,-73.95421298506935,40.58738297054549,1,1,0,0
3412,2016,46700,-73.8843106081613,40.74974518069786,1,1,0,0
3413,2016,58864,-73.77955659456842,40.72581377156501,1,0,0,1
3414,2016,11856,-74.02229638928283,40.63032309262202,1,1,0,0
3415,2016,40412,-73.72774052575991,40.70227900615836,1,0,0,1
3416,2016,59184,-73.79467568884333,40.7472119284869,1,0,1,0
3417,2016,40487,-73.72638623900085,40.654918860384605,1,0,0,1
3418,2016,32699,-73.84076727528692,40.6897151192874,1,0,0,1
3419,2016,29554,-73.88511751893739,40.66274564021597,1,1,0,1
3420,2016,50174,-73.85008162621044,40.716023700614464,1,1,0,0
3421,2016,28947,-73.88713098979876,40.652393915579246,1,1,0,0
3422,2016,41711,-73.92012731414178,40.750243903191965,1,0,0,1
3423,2016,31209,-73.86845259861394,40.66531560560798,1,0,0,1
3424,2016,41305,-73.94225817587731,40.75125942188275,1,0,1,1
3425,2016,13974,-74.00454895899982,40.63341425201731,1,1,0,0
3426,2016,50676,-73.86790963819931,40.74493371626465,1,0,1,0
3427,2016,17616,-73.95766801378507,40.61050371487798,1,0,0,1
3428,2016,55080,-73.8149720829406,40.738560715293104,1,1,1,1
3429,2016,4651,-74.151220260353,40.553311772892215,1,0,0,1
3430,2016,48888,-73.89111943345598,40.85865896190987,1,1,0,1
3431,2016,44541,-73.91999591607082,40.8657968312857,1,1,0,1
3432,2016,21239,-73.99767266770655,40.76553106917972,1,0,0,1
3433,2016,47411,-73.89098911864595,40.80948568274968,1,1,0,0
3434,2016,14910,-73.98730085999246,40.667975417293505,1,0,1,1
3435,2016,23200,-73.94565575895035,40.75064665161649,1,0,0,1
3436,2016,20364,-74.00325955190948,40.72037709577141,1,1,0,1
3437,2016,42126,-73.93127755008767,40.771515534277995,1,1,0,0
3438,2016,17821,-73.94357101149174,40.62469926795703,1,1,1,0
3439,2016,51012,-73.85447011871955,40.74893934816021,1,0,1,1
3440,2016,20153,-74.01010306471959,40.735307835359656,1,0,0,1
3441,2016,14644,-73.99934695849237,40.672272601702645,1,0,0,1
3442,2016,61314,-73.7429577649171,40.725919337424706,1,0,0,1
3443,2016,21255,-73.99574855581635,40.74905219569264,1,1,1,1
3444,2016,37011,-73.79550401262979,40.694765097422454,1,0,0,1
3445,2016,47958,-73.89839183919472,40.84442177481906,1,0,1,0
3446,2016,50247,-73.8508691756726,40.742180411031214,1,1,0,0
3447,2016,15191,-74.01262094854937,40.710130038743394,1,0,0,1
3448,2016,14004,-74.00332660673877,40.65183296382398,1,0,1,1
3449,2016,47382,-73.89332276647744,40.81787787523089,1,0,1,1
3450,2016,27347,-73.94103009735564,40.704636176204055,1,1,0,1
3451,2016,41524,-73.93202198699427,40.7537864724819,1,1,0,1
3452,2016,16264,-73.95947445627289,40.57587405436058,1,0,0,1
3453,2016,50651,-73.83768342780714,40.74330033863299,1,0,0,1
3454,2016,34375,-73.80002407423709,40.68057378834108,1,0,0,1
3455,2016,24398,-73.94396782610158,40.83530891194041,1,1,1,1
3456,2016,62704,-73.71848198944056,40.726505189462245,1,1,0,0
3457,2016,17672,-73.95392245028052,40.60621661002476,1,1,0,0
3458,2016,29214,-73.90294641056295,40.66953004724199,1,1,0,0
3459,2016,22341,-73.94945107658425,40.73209345643102,1,0,0,1
3460,2016,17769,-73.95017657017175,40.628852771914175,1,0,1,0
3461,2016,23409,-73.97029924587075,40.78905275334744,1,0,0,1
3462,2016,22626,-73.97162129776561,40.74387227532159,1,0,0,1
3463,2016,48775,-73.89957907701891,40.876608193308385,1,0,0,1
3464,2016,41531,-73.929710265571,40.752555345221616,1,0,0,1
3465,2016,4870,-74.1411625199021,40.55355353518527,1,0,0,1
3466,2016,52369,-73.86822341676991,40.82742545531875,1,0,1,1
3467,2016,20216,-74.00520848732332,40.720628644385116,1,0,1,0
3468,2016,37483,-73.7808679788342,40.70291262263618,1,1,0,0
3469,2016,19509,-73.9640277271561,40.709534627049166,1,0,0,1
3470,2016,18958,-73.95058485610997,40.66896466437922,1,1,0,1
3471,2016,23676,-73.95343832958184,40.79108536816839,1,0,1,0
3472,2016,50876,-73.86315501389475,40.748591087676985,1,0,1,0
3473,2016,57992,-73.82424313958023,40.86476147550485,1,1,0,1
3474,2016,22598,-73.97306851999937,40.75843149284983,1,0,1,1
3475,2016,22599,-73.97261271462237,40.75905930823613,1,0,0,1
3476,2016,37051,-73.79639418072988,40.709531579704716,1,1,0,1
3477,2016,8288,-74.09164763982844,40.585443749296545,1,0,0,1
3478,2016,59258,-73.7919020412707,40.768936212651596,1,0,0,1
3479,2016,51424,-73.83595071539398,40.743730569009344,1,0,0,1
3480,2016,42000,-73.94055963761747,40.78894946529387,1,0,1,1
3481,2016,49891,-73.86554851168958,40.73842573182731,1,0,0,1
3482,2016,34394,-73.83404476589824,40.69055182584607,1,0,0,1
3483,2016,56350,-73.81729323098577,40.77147757336865,1,0,0,1
3484,2016,51248,-73.84324381425036,40.75533680294291,1,1,1,1
3485,2016,47903,-73.9000969608102,40.8492090409194,1,1,0,1
3486,2016,6532,-74.13311710806163,40.60850583190185,1,0,0,1
3487,2016,15069,-73.98046002987111,40.67641241248421,1,1,1,0
3488,2016,39151,-73.74823488706572,40.67869379154971,1,0,0,1
3489,2016,9115,-74.09096036040819,40.60862968213095,1,0,0,1
3490,2016,26003,-73.91028036243888,40.632817908936865,1,1,0,1
3491,2016,26279,-73.92847569022437,40.65217589456681,1,1,1,1
3492,2016,68353,-73.77178898895369,40.704617114474935,1,0,0,1
3493,2016,23841,-73.94555814099645,40.796112965227415,1,0,0,1
3494,2016,866,-74.22954184808793,40.524559132447905,1,1,0,0
3495,2016,19526,-73.96180930031919,40.71073709410242,1,1,0,0
3496,2016,30855,-73.83720033662081,40.579812380219046,1,1,0,0
3497,2016,3920,-74.15943274285664,40.61194292050425,1,1,0,1
3498,2016,34911,-73.81531593288081,40.702487329983896,1,1,0,1
3499,2016,55572,-73.82550821309772,40.75299980990617,1,0,1,0
3500,2016,6126,-74.1485817777157,40.621705411262624,1,1,0,0
3501,2016,23280,-73.97597593695866,40.786368980821045,1,1,0,1
3502,2016,37732,-73.76882440956781,40.70497298923495,1,0,0,1
3503,2016,56598,-73.8089889183183,40.779443442407015,1,0,0,1
3504,2016,28830,-73.89616287261327,40.64657125383103,1,1,0,0
3505,2016,23598,-73.95694527216116,40.78341729910785,1,0,1,0
3506,2016,39881,-73.75036490069476,40.69382760849789,1,0,0,1
3507,2016,21832,-73.97579823465631,40.740644616826756,1,0,0,1
3508,2016,21550,-73.97954417326312,40.766197414846076,1,0,1,0
3509,2016,17748,-73.94884639316857,40.6167990659201,1,1,0,1
3510,2016,19896,-73.94622340269196,40.69496248114033,1,1,0,0
3511,2016,17773,-73.94832386230283,40.62905666026482,1,0,0,1
3512,2016,50883,-73.86175071421019,40.749967590990586,1,1,1,1
3513,2016,34024,-73.81519699105499,40.680257250120654,1,0,0,1
3514,2016,22019,-73.95960600903793,40.71808078848576,1,1,0,0
3515,2016,11841,-74.02113216344071,40.62305178578369,1,0,0,1
3516,2016,20379,-74.0021734163046,40.72292942649639,1,1,0,1
3517,2016,21706,-73.98214146384119,40.77057073685339,1,1,1,0
3518,2016,40219,-73.73656022861314,40.692252676009424,1,0,0,1
3519,2016,23338,-73.97498513684731,40.78263053658634,1,1,0,0
3520,2016,34620,-73.82691255006056,40.70925172735703,1,1,0,0
3521,2016,46660,-73.88903995494748,40.7653210352745,1,0,0,1
3522,2016,23636,-73.95093257398601,40.77070866230957,1,0,1,0
3523,2016,31233,-73.87099435862133,40.67553698470019,1,1,1,0
3524,2016,25547,-73.93376053463439,40.62227519115292,1,1,0,0
3525,2016,24250,-73.9490061138135,40.82331426957038,1,0,0,1
3526,2016,20919,-73.98536080160504,40.735789930312215,1,1,0,0
3527,2016,32524,-73.85136794950061,40.708403561439006,1,0,0,1
3528,2016,54144,-73.86508025158776,40.884292422909134,1,0,0,1
3529,2016,17615,-73.95740601230183,40.60913090821943,1,1,1,0
3530,2016,11513,-74.03411074926449,40.612295991528654,1,1,1,1
3531,2016,52462,-73.8654200178542,40.82780136267637,1,1,0,0
3532,2016,48724,-73.89758656308247,40.85311542551999,1,0,0,1
3533,2016,26113,-73.93711072398612,40.66023558854263,1,1,0,1
3534,2016,55511,-73.82797969998434,40.75763011609322,1,1,0,1
3535,2016,19917,-73.94322685991419,40.701520708878384,1,0,1,1
3536,2016,12739,-74.00070567633206,40.58106184328585,1,0,0,1
3537,2016,25395,-73.94221251591709,40.617526055013144,1,1,0,0
3538,2016,13668,-73.98496383463231,40.61044799362425,1,1,0,0
3539,2016,53985,-73.83988701469839,40.868274915418674,1,0,0,1
3540,2016,26449,-73.91886347045171,40.65630524964638,1,1,0,1
3541,2016,63024,-73.71653152671645,40.74369615989888,1,0,0,1
3542,2016,185,-74.24315594511687,40.50835170905857,1,0,1,0
3543,2016,19745,-73.95175747264636,40.69132931184066,1,0,1,0
3544,2016,28596,-73.90489548990423,40.638084033600286,1,0,0,1
3545,2016,35242,-73.80555850087259,40.71216797996319,1,0,0,1
3546,2016,56602,-73.80619604000594,40.77871611534995,1,1,0,0
3547,2016,43993,-73.91978379680187,40.84087618450417,1,1,1,1
3548,2016,55415,-73.83229535704518,40.75194178980024,1,1,0,1
3549,2016,53844,-73.84725144870278,40.87098705222492,1,0,0,1
3550,2016,3748,-74.1683496470455,40.606116690481755,1,0,0,1
3551,2016,39086,-73.75125793505767,40.68373412621147,1,0,0,1
3552,2016,30314,-73.88652826811,40.70622520614466,1,1,0,0
3553,2016,45111,-73.9042265091429,40.72124295023982,1,0,1,0
3554,2016,29159,-73.90671941194341,40.68076742193517,1,0,0,1
3555,2016,26418,-73.92138195789013,40.64871650870678,1,1,0,0
3556,2016,53672,-73.85390632459212,40.86296408975896,1,1,0,0
3557,2016,25698,-73.9259268828754,40.62828766012266,1,0,0,1
3558,2016,20871,-73.98332018674095,40.716670560488026,1,1,0,0
3559,2016,21380,-73.9900674923566,40.74665928290988,1,1,1,0
3560,2016,18823,-73.96110886861472,40.66406232371369,1,0,1,1
3561,2016,20817,-73.98718049631789,40.733292147192586,1,1,1,1
3562,2016,21714,-73.98222695359753,40.77387590247528,1,1,0,1
3563,2016,21627,-73.98817718995971,40.77473495385646,1,1,0,0
3564,2016,47274,-73.90153503264426,40.81715625608911,1,1,0,0
3565,2016,21378,-73.98729805541718,40.74468149844257,1,1,0,1
3566,2016,10514,-74.08331319639781,40.61616342574596,1,1,0,1
3567,2016,29248,-73.9007523598914,40.679676643797386,1,1,0,1
3568,2016,56760,-73.80215856024424,40.77962245603443,1,0,0,1
3569,2016,46862,-73.87743002196646,40.76403103795117,1,0,0,1
3570,2016,61251,-73.74531716891948,40.728138463928815,1,1,0,0
3571,2016,22235,-73.95315257794131,40.738220753217504,1,0,0,1
3572,2016,7648,-74.09484334374055,40.573259121514006,1,0,0,1
3573,2016,15689,-73.99621665405395,40.70977380481147,1,1,0,0
3574,2016,2742,-74.19275118348699,40.55408679912199,1,0,0,1
3575,2016,55042,-73.81376789709829,40.71860687097949,1,1,0,0
3576,2016,7872,-74.11037779699873,40.59529963511762,1,0,0,1
3577,2016,17961,-73.97293902236534,40.647689679106726,1,0,0,1
3578,2016,35443,-73.7953619731403,40.59500177858615,1,0,0,1
3579,2016,17752,-73.94929579160288,40.61918776949787,1,0,0,1
3580,2016,18338,-73.95307699864581,40.6384462605244,1,1,1,1
3581,2016,24849,-73.94189057610838,40.60042741876335,1,1,1,1
3582,2016,3077,-74.16931681040883,40.55840978277894,1,0,0,1
3583,2016,21398,-73.98878655052611,40.753516778478975,1,1,0,1
3584,2016,20605,-73.9950598725268,40.726137214804844,1,0,0,1
3585,2016,14145,-73.99315282760246,40.63747619006772,1,1,0,1
3586,2016,27033,-73.92044366164538,40.66562628689302,1,1,1,1
3587,2016,26893,-73.92828249218064,40.66144706623466,1,0,0,1
3588,2016,26505,-73.91554773333942,40.65002163548946,1,0,0,1
3589,2016,3746,-74.16952670064384,40.60750759262336,1,0,0,1
3590,2016,55990,-73.80384325993937,40.76140734385449,1,1,0,0
3591,2016,3698,-74.17564954945496,40.61218187477586,1,0,0,1
3592,2016,5911,-74.15308050702484,40.60891399384988,1,0,0,1
3593,2016,27191,-73.9115682295878,40.672930249210665,1,0,0,1
3594,2016,26410,-73.91995063039654,40.64470762986998,1,0,0,1
3595,2016,45594,-73.8893834319332,40.736422201714774,1,0,0,1
3596,2016,15087,-73.98223164652906,40.68672045325895,1,1,0,0
3597,2016,15831,-73.9891681273225,40.68861555446625,1,1,0,1
3598,2016,46193,-73.90525018517909,40.75256492865816,1,0,1,1
3599,2016,36185,-73.79821497046976,40.67909704237672,1,1,0,1
3600,2016,12166,-74.0214596511129,40.648182084186274,1,1,0,0
3601,2016,5076,-74.13360375608698,40.558760140565404,1,0,0,1
3602,2016,54411,-73.85061539144084,40.898902303375,1,0,0,1
3603,2016,44337,-73.9327248900185,40.852897468630296,1,1,0,0
3604,2016,48656,-73.8999567005082,40.85742242152902,1,1,0,1
3605,2016,2030,-74.19136906581795,40.528635223886866,1,0,0,1
3606,2016,13725,-73.98317912655122,40.633279015279314,1,1,0,0
3607,2016,40018,-73.74510883958844,40.70768070802453,1,1,0,1
3608,2016,17257,-73.97604935630149,40.63127590567806,1,1,0,1
3609,2016,19924,-73.94463910116943,40.70231369360355,1,1,1,1
3610,2016,17891,-73.97913616904803,40.65437610557515,1,0,0,1
3611,2016,41400,-73.93829436594973,40.75555748056487,1,1,0,0
3612,2016,22305,-73.94672254759153,40.71839170667406,1,1,1,1
3613,2016,20342,-74.00485969251608,40.741646238298244,1,1,1,0
3614,2016,22763,-73.96751628066168,40.766038071662784,1,1,0,1
3615,2016,22999,-73.95649564159395,40.767118914306174,1,0,1,0
3616,2016,11915,-74.01889421914169,40.631443435039024,1,0,1,0
3617,2016,32824,-73.83696237781935,40.70421245150633,1,0,0,1
3618,2016,21826,-73.97907686452811,40.74039375015269,1,0,0,1
3619,2016,53599,-73.8578037880738,40.86303621660598,1,0,0,1
3620,2016,58296,-73.82848243312677,40.887934298644616,1,1,1,1
3621,2016,14934,-73.98955883879634,40.6799456772261,1,0,1,0
3622,2016,28962,-73.88654979279741,40.660328218842814,1,0,0,1
3623,2016,19296,-73.96972789917146,40.697804014318045,1,0,0,1
3624,2016,14207,-73.98363417007262,40.6362846082383,1,0,0,1
3625,2016,50797,-73.86726526979308,40.75251283242468,1,1,1,1
3626,2016,46645,-73.8857534621864,40.757683808923055,1,1,0,1
3627,2016,36734,-73.77365361478655,40.67070043036047,1,0,0,1
3628,2016,37605,-73.77278335974421,40.69312406837997,1,0,0,1
3629,2016,37381,-73.78455376518708,40.6973290317289,1,1,0,1
3630,2016,17009,-73.95140557434244,40.59938102524751,1,0,0,1
3631,2016,44726,-73.9110884070088,40.87466171140274,1,1,0,0
3632,2016,34092,-73.81283550130804,40.675384393658966,1,0,0,1
3633,2016,27327,-73.94130880691685,40.69929247395688,1,1,0,1
3634,2016,54246,-73.85837337675744,40.88548110853022,1,1,0,0
3635,2016,43996,-73.91806145622981,40.840361936527316,1,1,0,1
3636,2016,17544,-73.95907868904234,40.61295647947962,1,0,0,1
3637,2016,37236,-73.7894141206221,40.71199753231622,1,0,0,1
3638,2016,27541,-73.93046966553916,40.69003023463173,1,0,0,1
3639,2016,24144,-73.95275931184473,40.805028175153105,1,0,1,0
3640,2016,28688,-73.90050328701811,40.640922877020046,1,1,0,0
3641,2016,20575,-73.99683631209169,40.720504394327456,1,1,0,0
3642,2016,63951,-73.86724818898837,40.8403438034794,1,1,0,0
3643,2016,18397,-73.94992481828972,40.63617195820056,1,1,0,1
3644,2016,25590,-73.93134520109078,40.609747057529155,1,1,0,0
3645,2016,48924,-73.88912777063658,40.8690623995616,1,0,1,0
3646,2016,27232,-73.91163717953441,40.68579686749376,1,0,0,1
3647,2016,18870,-73.95956770227025,40.68668255567997,1,0,1,1
3648,2016,17627,-73.95408291296769,40.61350708102764,1,1,0,1
3649,2016,42256,-73.92096168150863,40.773440967839626,1,1,0,1
3650,2016,55000,-73.81752844806357,40.731778804152924,1,0,0,1
3651,2016,37417,-73.78256582686956,40.70542486364424,1,1,0,1
3652,2016,3133,-74.16564027463299,40.55900929298277,1,0,0,1
3653,2016,54330,-73.85484753575258,40.89432910332955,1,0,0,1
3654,2016,16351,-73.97583820014667,40.591064588332,1,1,1,0
3655,2016,22775,-73.96569337404497,40.768543780517994,1,0,0,1
3656,2016,23010,-73.95340928531309,40.744802412421656,1,0,0,1
3657,2016,12897,-73.99015003229569,40.599705024374316,1,1,0,1
3658,2016,31207,-73.86938580127499,40.66518870479653,1,0,0,1
3659,2016,15903,-73.98758957911534,40.70313009878778,1,1,0,0
3660,2016,36171,-73.79570468060291,40.67384963163337,1,0,0,1
3661,2016,19828,-73.94920679228738,40.69537763203093,1,0,1,1
3662,2016,39205,-73.74263222232909,40.67081247415169,1,1,0,1
3663,2016,54378,-73.8519302380295,40.88508917196939,1,0,0,1
3664,2016,12903,-73.99097171222355,40.60118455982324,1,0,0,1
3665,2016,43286,-73.90990919980426,40.82124039019096,1,1,0,0
3666,2016,53784,-73.84953124116086,40.87334584508453,1,0,0,1
3667,2016,20896,-73.98395787532561,40.7254727713345,1,0,1,1
3668,2016,20523,-73.99895488625243,40.7280678728944,1,1,1,1
3669,2016,26339,-73.92424875973582,40.648538591121074,1,1,0,1
3670,2016,26107,-73.93961407789429,40.6577678029063,1,0,0,1
3671,2016,14292,-73.98179568681655,40.65524609660596,1,0,1,1
3672,2016,15834,-73.98789201622273,40.6904675129759,1,1,1,1
3673,2016,22209,-73.95065874958563,40.7289957165596,1,0,0,1
3674,2016,43872,-73.92166171406414,40.831336425100176,1,1,1,1
3675,2016,59143,-73.79674140034831,40.75815458577857,1,0,0,1
3676,2016,2979,-74.17467335808547,40.556256416222155,1,0,0,1
3677,2016,12221,-74.01867332693135,40.64741265469244,1,0,1,0
3678,2016,43046,-73.9144287189843,40.80384501896325,1,0,0,1
3679,2016,21663,-73.98544810546787,40.778475661983535,1,1,0,1
3680,2016,27346,-73.94128561382193,40.70603962834221,1,1,0,0
3681,2016,26217,-73.92919905085282,40.650171447468544,1,0,0,1
3682,2016,19005,-73.95033415062035,40.671638258378294,1,1,0,0
3683,2016,37180,-73.78964021492673,40.69724612803735,1,0,0,1
3684,2016,19280,-73.96849273114611,40.69154480397664,1,0,1,0
3685,2016,58309,-73.82813464617827,40.888578809401395,1,0,0,1
3686,2016,26438,-73.91996204024343,40.652788274095435,1,1,0,1
3687,2016,23312,-73.9759073349092,40.795520996022944,1,0,1,0
3688,2016,47762,-73.90560739454351,40.83984361893909,1,0,0,1
3689,2016,19541,-73.95857844826342,40.690545694068106,1,0,1,0
3690,2016,60462,-73.7758395836255,40.778612372558364,1,0,0,1
3691,2016,37117,-73.79193773120069,40.70325158581172,1,0,0,1
3692,2016,17497,-73.96186559150699,40.62268774446097,1,1,0,1
3693,2016,52888,-73.84943316897464,40.844914597077505,1,0,0,1
3694,2016,49918,-73.86190490275567,40.721066862453924,1,0,0,1
3695,2016,37173,-73.79008737842987,40.694981060325475,1,1,0,1
3696,2016,61276,-73.74637015677558,40.739649949902756,1,0,0,1
3697,2016,22315,-73.94747417231162,40.72272748515823,1,1,1,0
3698,2016,14958,-73.98785628501656,40.68249432538736,1,1,0,0
3699,2016,43759,-73.92726316843094,40.830564866802504,1,0,0,1
3700,2016,1635,-74.21224066352637,40.55251558256587,1,0,0,1
3701,2016,34121,-73.81002459110391,40.68635986369546,1,0,0,1
3702,2016,43014,-73.91833825895537,40.823383386934545,1,0,0,1
3703,2016,25765,-73.92258671653026,40.63320855632388,1,1,0,1
3704,2016,48486,-73.87090345701284,40.83056365305252,1,0,0,1
3705,2016,21462,-73.98316796085959,40.75614022191267,1,1,1,0
3706,2016,38755,-73.7595091804568,40.675447210022725,1,0,0,1
3707,2016,59435,-73.78238579607633,40.74762906474089,1,1,0,0
3708,2016,28787,-73.89678213338209,40.65380955557252,1,0,0,1
3709,2016,18206,-73.9583996105437,40.63632693803417,1,0,0,1
3710,2016,48419,-73.87699332320871,40.831514442960064,1,1,0,0
3711,2016,58500,-73.79586196369449,40.73275114916122,1,0,0,1
3712,2016,26607,-73.91133533958468,40.66059733888722,1,1,0,0
3713,2016,18132,-73.96219985132888,40.634481061306076,1,1,0,0
3714,2016,27617,-73.93148254563008,40.714221748275385,1,0,1,1
3715,2016,27358,-73.94222776532462,40.71180063927607,1,1,1,0
3716,2016,1896,-74.18846834800179,40.52312761631226,1,0,0,1
3717,2016,56643,-73.80742530724063,40.79087327940754,1,0,0,1
3718,2016,19426,-73.96803270905858,40.71192417980146,1,0,1,0
3719,2016,54306,-73.85324289978892,40.88302035770499,1,0,1,1
3720,2016,48312,-73.88318266151073,40.84267088100954,1,0,1,1
3721,2016,42943,-73.92245593528945,40.81804501295059,1,1,1,1
3722,2016,46309,-73.90278581697004,40.75747173073577,1,0,0,1
3723,2016,62677,-73.7211329419463,40.732892378909,1,0,0,1
3724,2016,29405,-73.89062095334674,40.66292384011696,1,1,0,0
3725,2016,11256,-74.07813163410864,40.638171452801984,1,0,1,0
3726,2016,12902,-73.99159842574126,40.600580365781795,1,1,0,0
3727,2016,20934,-73.98314654920257,40.73883181230838,1,1,1,1
3728,2016,21481,-73.98428230159375,40.76479181459223,1,0,1,0
3729,2016,49150,-73.88085060223816,40.879948836968296,1,0,0,1
3730,2016,25805,-73.91968998863219,40.62403653826236,1,0,1,0
3731,2016,35344,-73.80022185263707,40.70844580122157,1,0,0,1
3732,2016,18376,-73.95266314000729,40.652489363705676,1,0,1,1
3733,2016,53081,-73.84475230848687,40.832034864259626,1,0,0,1
3734,2016,25855,-73.9156946411953,40.61706419595196,1,1,0,1
3735,2016,42436,-73.94064573608712,40.80573668798261,1,1,0,1
3736,2016,59816,-73.76994195320803,40.761437591939384,1,1,0,0
3737,2016,17938,-73.9754666030462,40.64315263490592,1,0,1,1
3738,2016,33878,-73.82221146437182,40.682244169480256,1,0,1,1
3739,2016,55464,-73.83192449317492,40.76775444646974,1,0,0,1
3740,2016,42156,-73.93220061810936,40.7963595081431,1,1,0,1
3741,2016,36845,-73.7697423933272,40.6837784704435,1,1,0,1
3742,2016,38758,-73.76276280870096,40.67767561396613,1,0,0,1
3743,2016,39606,-73.76256141051708,40.69078471939452,1,1,0,0
3744,2016,16520,-73.96870358948651,40.59747851553141,1,1,0,0
3745,2016,46162,-73.90444868950712,40.74547541527815,1,1,1,0
3746,2016,42991,-73.92124519714699,40.816219397055455,1,1,0,0
3747,2016,23745,-73.94855549754554,40.79491017539532,1,1,0,0
3748,2016,20578,-73.99569878951303,40.71877672967239,1,1,0,0
3749,2016,20381,-74.00140376993951,40.72255563698272,1,0,1,0
3750,2016,57502,-73.82651836549712,40.83100126712669,1,1,0,1
3751,2016,21170,-74.00173688165908,40.76139061552158,1,0,0,1
3752,2016,27819,-73.92013119526378,40.698621946154425,1,0,0,1
3753,2016,25844,-73.91719587469257,40.6160917158314,1,0,0,1
3754,2016,14973,-73.99003500254946,40.68736512578165,1,0,1,0
3755,2016,17196,-73.97826059362424,40.61084449323658,1,0,0,1
3756,2016,3450,-74.16980835639396,40.60539494422778,1,0,0,1
3757,2016,40171,-73.73955783395779,40.705985156442274,1,1,0,1
3758,2016,39940,-73.75133217510465,40.71463157719733,1,0,0,1
3759,2016,47397,-73.89390164459698,40.823643119779504,1,1,0,0
3760,2016,26880,-73.93164702665025,40.680901925099214,1,0,1,1
3761,2016,31518,-73.85819836067223,40.679430848480905,1,0,1,0
3762,2016,53900,-73.8435858142013,40.86908763712694,1,0,0,1
3763,2016,41613,-73.92698824366752,40.76272542670544,1,0,0,1
3764,2016,48650,-73.90277846017771,40.856733905259226,1,1,0,1
3765,2016,58645,-73.79084481382152,40.730702407594535,1,0,1,0
3766,2016,17881,-73.97660702399023,40.64918292429975,1,1,0,0
3767,2016,48566,-73.90452151314925,40.85732691154298,1,1,0,0
3768,2016,30077,-73.8985205758113,40.700869900334354,1,0,0,1
3769,2016,56024,-73.79989612835857,40.74885644891364,1,0,0,1
3770,2016,34626,-73.82545661745989,40.712000640115406,1,1,0,1
3771,2016,14055,-73.99859327821608,40.64258519721534,1,1,1,0
3772,2016,15066,-73.98177482745074,40.674601881963895,1,1,0,0
3773,2016,46566,-73.8916089923447,40.758646055637584,1,0,0,1
3774,2016,26967,-73.92287860247824,40.66495209864121,1,1,0,1
3775,2016,27630,-73.9272545658635,40.68890093901836,1,0,0,1
3776,2016,21005,-73.97950261299859,40.73978194554898,1,1,0,1
3777,2016,41593,-73.92650752109033,40.752434516608474,1,0,0,1
3778,2016,46729,-73.88394094143773,40.76334655346853,1,0,1,0
3779,2016,40068,-73.7441129783427,40.70049009802289,1,0,0,1
3780,2016,31150,-73.84003579298894,40.65568908445326,1,0,0,1
3781,2016,58791,-73.7836259035917,40.734403316482585,1,1,0,1
3782,2016,29824,-73.87210574704001,40.67798082907208,1,1,0,1
3783,2016,19801,-73.95111565708359,40.71095661942624,1,1,1,1
